Record Length,2500,Points,-499.999965541E-6,2.96000004,
Sample Interval,400.00000467E-9,s,-499.599962495E-6,2.96000004,
Trigger Point,1.2500000E3,Samples,-499.199959449E-6,2.91999984,
,,,-498.799956404E-6,3.00000000,
,,,-498.399953358E-6,2.91999984,
,,,-497.999950312E-6,3.00000000,
Source,CH1,,-497.599947266E-6,2.96000004,
Vertical Units,Volts,,-497.199944220E-6,2.91999984,
Vertical Scale,999.999977648E-3,,-496.799941175E-6,3.00000000,
Vertical Offset,0,,-496.399938129E-6,3.00000000,
Horizontal Units,s,,-495.999993291E-6,2.87999988,
Horizontal Scale,100.0000012E-6,,-495.599990245E-6,3.00000000,
Pt Fmt,Y,,-495.199987199E-6,2.96000004,
Yzero,0.0,,-494.799984153E-6,2.96000004,
Probe Atten,1.000000,,-494.399981108E-6,2.96000004,
,,,-493.999978062E-6,2.96000004,
Note,TDS 2012C - 11:51:46 a. m.   29/07/2026,,-493.599975016E-6,2.96000004,
,,,-493.199971970E-6,3.03999996,
,,,-492.799968924E-6,3.00000000,
,,,-492.399965879E-6,3.00000000,
,,,-491.999962833E-6,3.00000000,
,,,-491.599959787E-6,2.96000004,
,,,-491.199956741E-6,3.00000000,
,,,-490.799953695E-6,2.96000004,
,,,-490.399950650E-6,3.00000000,
,,,-489.999947604E-6,3.00000000,
,,,-489.599944558E-6,2.96000004,
,,,-489.199941512E-6,2.96000004,
,,,-488.799938466E-6,2.96000004,
,,,-488.399993628E-6,2.96000004,
,,,-487.999961479E-6,3.03999996,
,,,-487.599958433E-6,2.91999984,
,,,-487.199955387E-6,3.00000000,
,,,-486.799952341E-6,3.00000000,
,,,-486.399978399E-6,2.91999984,
,,,-485.999975353E-6,2.87999988,
,,,-485.599972308E-6,2.96000004,
,,,-485.199969262E-6,2.96000004,
,,,-484.799966216E-6,2.96000004,
,,,-484.399963170E-6,2.91999984,
,,,-483.999960124E-6,2.96000004,
,,,-483.599957079E-6,2.91999984,
,,,-483.199954033E-6,2.96000004,
,,,-482.799950987E-6,2.96000004,
,,,-482.399977045E-6,2.91999984,
,,,-481.999973999E-6,2.96000004,
,,,-481.599970954E-6,2.96000004,
,,,-481.199967908E-6,2.91999984,
,,,-480.799964862E-6,2.96000004,
,,,-480.399961816E-6,3.00000000,
,,,-479.999958770E-6,2.91999984,
,,,-479.599955725E-6,2.96000004,
,,,-479.199952679E-6,2.91999984,
,,,-478.799978737E-6,2.91999984,
,,,-478.399975691E-6,3.00000000,
,,,-477.999972645E-6,2.96000004,
,,,-477.599969599E-6,2.96000004,
,,,-477.199966554E-6,-2.87999988,
,,,-476.799963508E-6,-2.91999984,
,,,-476.399960462E-6,-2.83999991,
,,,-475.999957416E-6,-2.83999991,
,,,-475.599954370E-6,-2.87999988,
,,,-475.199951325E-6,-2.87999988,
,,,-474.799977383E-6,-2.91999984,
,,,-474.399974337E-6,-2.91999984,
,,,-473.999971291E-6,-2.91999984,
,,,-473.599968245E-6,-2.91999984,
,,,-473.199965199E-6,-3.00000000,
,,,-472.799962154E-6,-2.87999988,
,,,-472.399959108E-6,-2.96000004,
,,,-471.999956062E-6,-2.91999984,
,,,-471.599953016E-6,-2.96000004,
,,,-471.199979074E-6,-2.96000004,
,,,-470.799976029E-6,-2.96000004,
,,,-470.399972983E-6,-2.96000004,
,,,-469.999969937E-6,-3.00000000,
,,,-469.599966891E-6,-2.96000004,
,,,-469.199963845E-6,-3.00000000,
,,,-468.799960800E-6,-2.96000004,
,,,-468.399957754E-6,-2.96000004,
,,,-467.999954708E-6,-2.96000004,
,,,-467.599951662E-6,-3.00000000,
,,,-467.199977720E-6,-2.96000004,
,,,-466.799974674E-6,-2.96000004,
,,,-466.399971629E-6,-2.96000004,
,,,-465.999968583E-6,-3.00000000,
,,,-465.599965537E-6,-3.00000000,
,,,-465.199962491E-6,-3.00000000,
,,,-464.799959445E-6,-3.00000000,
,,,-464.399956400E-6,-3.00000000,
,,,-463.999953354E-6,-3.00000000,
,,,-463.599979412E-6,-2.96000004,
,,,-463.199976366E-6,-3.00000000,
,,,-462.799973320E-6,-2.96000004,
,,,-462.399970274E-6,-3.00000000,
,,,-461.999967229E-6,-2.96000004,
,,,-461.599964183E-6,-3.00000000,
,,,-461.199961137E-6,-2.96000004,
,,,-460.799958091E-6,-2.96000004,
,,,-460.399955045E-6,-3.00000000,
,,,-459.999952000E-6,-3.03999996,
,,,-459.599978058E-6,-3.03999996,
,,,-459.199975012E-6,-3.00000000,
,,,-458.799971966E-6,-3.00000000,
,,,-458.399968920E-6,-3.03999996,
,,,-457.999965874E-6,-3.00000000,
,,,-457.599962829E-6,-3.00000000,
,,,-457.199959783E-6,-3.00000000,
,,,-456.799956737E-6,-3.00000000,
,,,-456.399953691E-6,-3.00000000,
,,,-455.999950645E-6,-3.00000000,
,,,-455.599976704E-6,-3.03999996,
,,,-455.199973658E-6,-3.00000000,
,,,-454.799970612E-6,-3.00000000,
,,,-454.399967566E-6,-3.03999996,
,,,-453.999964520E-6,-3.03999996,
,,,-453.599961475E-6,-3.00000000,
,,,-453.199958429E-6,-3.03999996,
,,,-452.799955383E-6,-3.03999996,
,,,-452.399952337E-6,-3.00000000,
,,,-451.999978395E-6,-2.96000004,
,,,-451.599975349E-6,-3.03999996,
,,,-451.199972304E-6,-3.00000000,
,,,-450.799969258E-6,-3.00000000,
,,,-450.399966212E-6,-3.03999996,
,,,-449.999963166E-6,-3.00000000,
,,,-449.599960120E-6,-3.00000000,
,,,-449.199957075E-6,-2.96000004,
,,,-448.799954029E-6,-3.00000000,
,,,-448.399950983E-6,-3.00000000,
,,,-447.999977041E-6,-2.91999984,
,,,-447.599973995E-6,-3.03999996,
,,,-447.199970949E-6,-3.03999996,
,,,-446.799967904E-6,-3.00000000,
,,,-446.399964858E-6,-3.00000000,
,,,-445.999961812E-6,-3.00000000,
,,,-445.599958766E-6,-3.00000000,
,,,-445.199955720E-6,-3.03999996,
,,,-444.799952675E-6,-3.00000000,
,,,-444.399978733E-6,-3.03999996,
,,,-443.999975687E-6,-3.03999996,
,,,-443.599972641E-6,-3.03999996,
,,,-443.199969595E-6,-3.00000000,
,,,-442.799966550E-6,-3.00000000,
,,,-442.399963504E-6,-3.00000000,
,,,-441.999960458E-6,-3.00000000,
,,,-441.599957412E-6,-3.00000000,
,,,-441.199954366E-6,-3.03999996,
,,,-440.799951321E-6,-3.00000000,
,,,-440.399977379E-6,-3.03999996,
,,,-439.999974333E-6,-3.00000000,
,,,-439.599971287E-6,-3.00000000,
,,,-439.199968241E-6,-3.00000000,
,,,-438.799965195E-6,-3.00000000,
,,,-438.399962150E-6,-3.03999996,
,,,-437.999959104E-6,-3.00000000,
,,,-437.599956058E-6,-3.00000000,
,,,-437.199953012E-6,-3.00000000,
,,,-436.799979070E-6,-3.07999992,
,,,-436.399976024E-6,-3.03999996,
,,,-435.999972979E-6,-3.03999996,
,,,-435.599969933E-6,-3.03999996,
,,,-435.199966887E-6,-3.00000000,
,,,-434.799963841E-6,-3.00000000,
,,,-434.399960795E-6,-3.03999996,
,,,-433.999957750E-6,-3.03999996,
,,,-433.599954704E-6,-3.03999996,
,,,-433.199951658E-6,-3.00000000,
,,,-432.799977716E-6,-3.03999996,
,,,-432.399974670E-6,-3.00000000,
,,,-431.999971624E-6,-3.03999996,
,,,-431.599968579E-6,-3.03999996,
,,,-431.199965533E-6,-3.03999996,
,,,-430.799962487E-6,-2.96000004,
,,,-430.399959441E-6,-3.00000000,
,,,-429.999956395E-6,-3.03999996,
,,,-429.599953350E-6,-3.07999992,
,,,-429.199950304E-6,-3.00000000,
,,,-428.799976362E-6,-3.03999996,
,,,-428.399973316E-6,-3.03999996,
,,,-427.999970270E-6,-3.03999996,
,,,-427.599967225E-6,-3.03999996,
,,,-427.199964179E-6,-3.03999996,
,,,-426.799961133E-6,-3.03999996,
,,,-426.399958087E-6,-3.03999996,
,,,-425.999955041E-6,-3.03999996,
,,,-425.599951996E-6,-3.03999996,
,,,-425.199978054E-6,-3.03999996,
,,,-424.799975008E-6,-3.03999996,
,,,-424.399971962E-6,-3.07999992,
,,,-423.999968916E-6,-3.03999996,
,,,-423.599965870E-6,-3.07999992,
,,,-423.199962825E-6,-3.03999996,
,,,-422.799959779E-6,-3.00000000,
,,,-422.399956733E-6,-3.00000000,
,,,-421.999953687E-6,-3.03999996,
,,,-421.599950641E-6,-3.00000000,
,,,-421.199976699E-6,-3.00000000,
